Anatomical Name,Phenotype
ACAd,0.6045283750416229
ACAv,0.3694760211261089
PL,1.1392955717733009
ILA,0.5391551489776267
ORBl,0.0
ORBm,0.9125749985414188
ORBvl,0.9953529326170736
MOp,1.9881011921448872
SSp-n,0.0887063639625448
SSp-bfd,0.2828713774792735
SSp-ll,0.3677405456896459
SSp-m,1.1552959534747609
SSp-ul,0.4364475133908551
SSp-tr,0.389475410476116
SSp-un,0.4701862300248127
SSs,0.8043164921787289
PTLp,-0.3011506540936851
RSPagl,0.0330644452047931
RSPd,0.2961637765870682
RSPv,1.0785897376643483
VISpm,-0.8161594779049429
VISp,-0.7573626577206444
VISal,-0.2334434810417892
VISl,-0.2034002507423676
VISpl,0.007751964669539
AId,4.316051328038775
AIp,2.043808426184025
AIv,4.201186304995344
GU,3.1778828188118746
VISC,1.5875556366924743
TEa,0.5269112852567607
PERI,0.4848072514475645
ECT,0.7392524527889501
AUDd,0.1672872660677241
AUDp,-0.1095248197952353
AUDpo,-0.0991346851463745
AUDv,0.3200321047635928
